FIRST_NAME,LAST_NAME,EMAIL,GENDER,DOB_DD_MM_YYYY,USER_TYPE,ROLE,AGE,CLIENT_NAME,PROJECT_NAME,PROJECT_START_DATE,PROJECT_END_DATE,PROJECT_DURATION,PROJECT_CATEGORY,ALLOCATION_START,ALLOCATION_END,ALLOCATION_DURATION,WEEK_START,WEEK_END,ACTIVITY,COMMENTS,MON,TUE,WED,THUR,FRI,SAT,SUN,FLAG,TOTAL_WEEK_HOURS,HOURS_OVER_OR_UNDER,FEEDBACK_START_PERIOD,FEEDBACK_END_PERIOD,Q1,Q2,Q3,Q4,Q5,Q6,FEEDBACK_COMMENTS,ATTENDANCE_REGULARIZATION
Adorne,Bartkowiak,abartkowiakbp@timesonline.co.uk,Female,15-01-2002,User,software_developper,22,"Kshlerin, Leffler and Hansen",Software_Developper,2023-06-08,2023-07-13,35,Mid Cap Project,28-08-2023,09-10-2023,42,2023-10-11,2023-10-18,bau,Feeling accomplished after completing tasks,1,3,10,3,12,7,1,False,37.0,-3.0,2023-11-08,2023-11-15,5,2,3,1,3,1,Seeking guidance on managing project budgets and resource allocations.,0
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,Langosh Group,Software_Developper,2024-04-14,2024-05-05,21,Mid Cap Project,15-10-2023,12-11-2023,28,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2024-01-03,2024-01-10,3,2,3,4,5,2,Need assistance in managing stakeholder expectations.,1
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-05-19,2023-05-26,client_project,Facing communication issues with team,5,9,6,8,5,5,4,False,42.0,2.0,2023-09-14,2023-09-21,3,5,5,1,5,2,Feeling stressed due to the project's impact on team dynamics and morale.,0
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Thompson and Sons,Software_Developper,2023-07-29,2023-09-09,42,Mid Cap Project,01-06-2023,13-07-2023,42,2023-09-03,2023-09-10,sales_activity,Need to reevaluate project priorities,3,3,3,10,9,3,8,True,39.0,-1.0,2024-01-31,2024-02-07,5,2,5,3,3,3,Feeling unsupported in addressing team challenges.,0
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,14-10-1979,User,software_developper,45,Langworth and Sons,Software_Developper,2024-02-05,2024-02-26,21,Mid Cap Project,22-02-2024,07-03-2024,14,2024-03-09,2024-03-16,client_project,Need to improve conflict resolution skills,3,3,1,1,10,6,5,False,29.0,-11.0,,,,,,,,,,1
Veronica,Lenihan,vlenihan7b@toplist.cz,Male,29-06-2001,User,software_developper,23,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,05-01-2024,16-02-2024,42,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Carlie,Mounsey,cmounsey1j@g.co,Male,10-07-1989,User,tribe_master,35,Berge Inc,Software_Developper,2023-12-20,2024-01-31,42,Mid Cap Project,11-07-2023,15-08-2023,35,2023-07-11,2023-07-18,sales_activity,Facing distractions while working,10,12,10,7,9,1,6,True,55.0,15.0,,,,,,,,,,0
Owen,Paur,opaurpt@jugem.jp,Male,05-12-1984,User,consultant,40,"Corkery, Wiegand and Kovacek",Software_Developper,2023-08-17,2023-09-14,28,Mid Cap Project,05-05-2023,19-05-2023,14,2023-09-12,2023-09-19,sales_activity,Task completion delayed due to unforeseen circumstances,10,3,2,2,1,9,6,True,33.0,-7.0,,,,,,,,,,1
Dede,Spaven,dspavenai@linkedin.com,Female,30-05-1986,User,consultant,38,Cormier Group,Software_Developper,2023-08-05,2023-09-09,35,Mid Cap Project,04-04-2024,09-05-2024,35,2023-11-13,2023-11-20,sales_activity,Need clarification on project requirements,8,4,6,2,6,11,8,False,45.0,5.0,2023-09-02,2023-09-09,5,4,5,2,5,2,Seeking guidance on managing project schedules and deadlines effectively.,0
Mar,Josland,mjoslandkv@shinystat.com,Female,03-05-1993,User,tribe_master,31,"Spencer, Lakin and Lehner",Consulting,2024-02-21,2024-03-13,21,Mid Cap Project,08-04-2024,20-05-2024,42,2023-12-04,2023-12-11,sales_activity,Feeling confident in problem-solving abilities,2,8,7,3,8,1,5,True,34.0,-6.0,2023-07-29,2023-08-05,1,3,5,1,4,5,Struggling with maintaining project alignment with strategic goals and objectives.,1
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,"Deckow, Block and Schultz",Software_Developper,2023-12-24,2024-01-07,14,Small Cap Project,11-12-2023,25-12-2023,14,2023-08-26,2023-09-02,bau,Experiencing burnout from long hours,5,7,11,3,11,10,12,True,59.0,19.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,0
Jarvis,Arter,jartermc@google.com.br,Female,01-04-2001,User,software_developper,23,"Walker, Williamson and Reilly",Software_Developper,2023-04-22,2023-05-06,14,Small Cap Project,07-09-2023,19-10-2023,42,2023-12-18,2023-12-25,bau,Facing challenges with time tracking,9,7,2,4,1,8,2,True,33.0,-7.0,2023-04-26,2023-05-03,5,5,3,1,2,2,Need support in handling client expectations.,1
Prince,Nazaret,pnazaretj4@acquirethisname.com,Male,03-03-2001,User,intern,23,Fay-Welch,Consulting,2023-11-17,2023-12-29,42,Mid Cap Project,17-08-2023,14-09-2023,28,2024-03-14,2024-03-21,client_project,Need better communication from project stakeholders,7,5,2,4,1,6,9,False,34.0,-6.0,,,,,,,,,,1
Leese,Divine,ldivinegk@naver.com,Female,15-02-1994,User,software_developper,30,Zemlak LLC,Software_Developper,2024-01-28,2024-02-18,21,Mid Cap Project,03-04-2024,08-05-2024,35,2024-01-11,2024-01-18,sales_activity,Task requirements changed without notice,7,2,8,3,12,6,6,False,44.0,4.0,2023-10-05,2023-10-12,1,1,1,2,1,2,Seeking guidance on managing project constraints.,0
Saundra,Jaycock,sjaycockhj@ameblo.jp,Female,13-11-1977,User,tribe_master,47,"Gulgowski, Mills and Marvin",Software_Developper,2024-04-11,2024-05-16,35,Mid Cap Project,20-04-2023,18-05-2023,28,2024-01-11,2024-01-18,client_project,Feeling enthusiastic about project progress,5,5,3,10,3,4,3,True,33.0,-7.0,2023-05-08,2023-05-15,1,1,2,5,2,2,Feeling overwhelmed by the number of project deliverables.,1
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Female,03-08-1977,User,intern,47,Smith Group,Consulting,2023-05-08,2023-06-12,35,Mid Cap Project,09-10-2023,06-11-2023,28,2023-11-14,2023-11-21,client_project,Experiencing technical issues with software tools,1,3,8,11,5,3,11,False,42.0,2.0,2023-04-26,2023-05-03,4,4,4,1,2,4,Concerns about the project's direction.,0
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Paucek-Rutherford,Consulting,2023-04-14,2023-04-28,14,Small Cap Project,22-08-2023,12-09-2023,21,2023-07-04,2023-07-11,sales_activity,Feeling confident about progress made,10,1,8,5,3,4,3,False,34.0,-6.0,2023-04-29,2023-05-06,2,1,4,4,2,5,Seeking guidance on managing project schedules and deadlines effectively.,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,13-11-1999,User,consultant,25,Harber-Wintheiser,Software_Developper,2023-08-11,2023-08-25,14,Small Cap Project,12-08-2023,02-09-2023,21,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Jarvis,Arter,jartermc@google.com.br,Female,01-04-2001,User,software_developper,23,"Stehr, Mills and Toy",Intern,2023-06-11,2023-06-25,14,Small Cap Project,07-09-2023,19-10-2023,42,2023-12-18,2023-12-25,bau,Facing challenges with time tracking,9,7,2,4,1,8,2,True,33.0,-7.0,2023-04-26,2023-05-03,5,5,3,1,2,2,Need support in handling client expectations.,1
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Nitzsche-Hodkiewicz,Consulting,2023-07-21,2023-08-18,28,Mid Cap Project,01-06-2023,13-07-2023,42,2024-01-17,2024-01-24,sales_activity,Need to address project risks proactively,2,12,3,1,2,3,3,False,26.0,-14.0,2023-11-22,2023-11-29,2,2,5,4,3,5,Need support in fostering a culture of innovation within the team.,1
Linnell,Garside,lgarsidell@bravesites.com,Male,29-04-1994,User,software_developper,30,"Sporer, Gislason and Sawayn",Consulting,2024-02-16,2024-03-15,28,Mid Cap Project,02-07-2023,30-07-2023,28,2023-04-18,2023-04-25,client_project,Need to update project documentation,8,9,5,9,10,7,6,False,54.0,14.0,,,,,,,,,,0
Prince,Nazaret,pnazaretj4@acquirethisname.com,Male,03-03-2001,User,intern,23,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,17-08-2023,14-09-2023,28,2024-02-14,2024-02-21,bau,Experiencing creative block,10,12,5,8,8,9,2,False,54.0,14.0,,,,,,,,,,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,06-03-1984,User,consultant,40,Koepp Inc,Consulting,2023-05-03,2023-06-07,35,Mid Cap Project,26-06-2023,17-07-2023,21,2023-09-14,2023-09-21,bau,Facing communication issues with team,9,12,6,9,7,2,6,False,51.0,11.0,2023-09-19,2023-09-26,1,1,4,2,4,1,Seeking advice on handling difficult conversations.,0
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Female,03-08-1977,User,intern,47,Lubowitz Inc,Consulting,2023-07-23,2023-08-20,28,Mid Cap Project,09-10-2023,06-11-2023,28,2024-01-11,2024-01-18,sales_activity,Task requirements changed without notice,7,2,8,3,12,6,6,False,44.0,4.0,2023-04-19,2023-04-26,4,4,3,5,4,2,Seeking guidance on managing project complexities and challenges effectively.,0
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Hintz-Towne,Consulting,2024-01-24,2024-02-14,21,Mid Cap Project,01-06-2023,13-07-2023,42,2024-01-20,2024-01-27,bau,Can't able to do within the time period,8,3,5,10,9,12,6,True,53.0,13.0,2024-01-31,2024-02-07,5,2,5,3,3,3,Feeling unsupported in addressing team challenges.,0
Chiarra,Avrashin,cavrashin2p@fda.gov,Female,26-08-1980,User,software_developper,44,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,13-07-2023,17-08-2023,35,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Adorne,Bartkowiak,abartkowiakbp@timesonline.co.uk,Female,15-01-2002,User,software_developper,22,Hudson-Wisoky,Software_Developper,2023-12-07,2024-01-18,42,Mid Cap Project,28-08-2023,09-10-2023,42,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2023-11-08,2023-11-15,5,2,3,1,3,1,Seeking guidance on managing project budgets and resource allocations.,1
Augy,Aldersley,aaldersleyqx@goo.gl,Female,11-02-1991,User,intern,33,Hartmann-Barrows,Intern,2023-04-15,2023-05-06,21,Mid Cap Project,20-05-2023,03-06-2023,14,2023-06-16,2023-06-23,client_project,Feeling grateful for team collaboration,8,2,8,3,10,7,9,False,47.0,7.0,2023-10-17,2023-10-24,4,5,1,1,1,1,Concerns about the project's impact on organizational resources and priorities.,0
Berti,Heinig,bheinig27@rediff.com,Male,13-09-1993,User,software_developper,31,Paucek-Rutherford,Consulting,2023-04-14,2023-04-28,14,Small Cap Project,18-02-2024,10-03-2024,21,2023-10-10,2023-10-17,bau,Feeling valued and appreciated by team,11,12,3,10,7,1,2,True,46.0,6.0,2023-10-08,2023-10-15,1,1,5,4,5,1,Feeling overwhelmed by competing priorities.,0
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,Koepp Inc,Consulting,2023-05-03,2023-06-07,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-09-14,2023-09-21,3,5,5,1,5,2,Feeling stressed due to the project's impact on team dynamics and morale.,1
Cass,Hulkes,chulkesdx@fema.gov,Male,19-03-1990,User,software_developper,34,"Sporer, Gislason and Sawayn",Consulting,2024-02-16,2024-03-15,28,Mid Cap Project,06-04-2024,20-04-2024,14,2023-06-05,2023-06-12,sales_activity,Need feedback on work done so far,11,1,5,7,11,4,5,True,44.0,4.0,2023-09-14,2023-09-21,1,5,5,5,1,4,Feeling frustrated with the project's lack of progress and clarit,0
Alix,Withams,awithamsps@alexa.com,Female,07-07-1988,User,software_developper,36,"Heaney, Wyman and Gorczany",Software_Developper,2023-09-16,2023-10-28,42,Mid Cap Project,25-03-2024,08-04-2024,14,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-07-21,2023-07-28,2,1,1,3,5,2,Feeling unsupported in addressing team challenges.,1
Anastasia,Desporte,adesportejf@cisco.com,Female,24-10-1992,User,consultant,32,Schroeder and Sons,Software_Developper,2023-06-02,2023-06-30,28,Mid Cap Project,02-10-2023,16-10-2023,14,2024-01-25,2024-02-01,client_project,Feeling supported by project manager,8,12,7,8,10,1,4,False,50.0,10.0,2024-02-24,2024-03-02,4,5,1,4,1,3,Need support in managing stakeholder relationships.,0
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,Langosh Group,Software_Developper,2024-04-14,2024-05-05,21,Mid Cap Project,15-10-2023,12-11-2023,28,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2024-01-31,2024-02-07,1,5,4,1,4,5,Feeling unsupported in addressing team challenges.,1
Chiarra,Avrashin,cavrashin2p@fda.gov,Male,24-07-2000,User,software_developper,24,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,13-07-2023,17-08-2023,35,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Hermina,Musker,hmuskermu@google.ca,Male,08-06-1992,User,tribe_master,32,Hermann LLC,Software_Developper,2023-11-24,2023-12-29,35,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-10-01,2023-10-08,1,5,2,1,5,1,Experiencing challenges in managing project conflicts and disputes effectively.,1
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,10-10-1984,User,consultant,40,Heaney Inc,Software_Developper,2023-08-21,2023-10-02,42,Mid Cap Project,22-10-2023,05-11-2023,14,2024-01-31,2024-02-07,client_project,Struck between tasks,3,9,1,1,6,9,5,True,34.0,-6.0,2023-12-30,2024-01-06,4,5,4,3,3,3,Experiencing difficulties in delegating tasks effectively.,1
Marilee,Bogue,mbogueqe@discuz.net,Female,26-03-1978,User,software_developper,46,"Wisozk, Shanahan and Schimmel",Consulting,2023-09-13,2023-10-18,35,Mid Cap Project,18-06-2023,16-07-2023,28,2023-08-02,2023-08-09,client_project,Feeling overwhelmed by workload,3,2,6,3,2,6,6,False,28.0,-12.0,2024-02-28,2024-03-06,2,1,3,1,3,1,Concerns about the team's alignment with project objectives.,1
Brooks,Kuhnke,bkuhnke4v@linkedin.com,Female,24-05-1988,User,consultant,36,Quigley Inc,Software_Developper,2023-04-22,2023-05-13,21,Mid Cap Project,06-12-2023,27-12-2023,21,2024-01-26,2024-02-02,bau,Not feeling good about the progress,6,10,9,8,2,8,7,True,50.0,10.0,2023-06-17,2023-06-24,1,3,3,3,4,3,Concerns about the project's adherence to quality standards and best practices.,0
Maybelle,Bau,mbaunu@theguardian.com,Male,12-11-2000,User,software_developper,24,"Kshlerin, Leffler and Hansen",Software_Developper,2023-06-08,2023-07-13,35,Mid Cap Project,19-02-2024,11-03-2024,21,2023-10-11,2023-10-18,bau,Feeling accomplished after completing tasks,1,3,10,3,12,7,1,False,37.0,-3.0,2023-10-16,2023-10-23,4,3,2,3,3,3,Concerns about the project's ability to deliver value and outcomes effectively.,0
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Thompson and Sons,Software_Developper,2023-07-29,2023-09-09,42,Mid Cap Project,01-06-2023,13-07-2023,42,2024-01-17,2024-01-24,sales_activity,Need to address project risks proactively,2,12,3,1,2,3,3,False,26.0,-14.0,2024-01-31,2024-02-07,5,2,5,3,3,3,Feeling unsupported in addressing team challenges.,1
Tawsha,Paridge,tparidge7w@furl.net,Male,01-02-1988,User,software_developper,36,Nolan-Thompson,Software_Developper,2023-06-25,2023-07-30,35,Mid Cap Project,05-03-2024,19-03-2024,14,2023-05-31,2023-06-07,sales_activity,Experiencing delays due to external factors,3,5,12,2,5,1,4,False,32.0,-8.0,2023-11-23,2023-11-30,4,1,5,1,3,2,Experiencing burnout due to long hours.,1
Steward,Rupert,srupertqj@nhs.uk,Female,05-10-1986,User,software_developper,38,"Kub, Cummerata and Emmerich",Software_Developper,2024-03-11,2024-04-22,42,Mid Cap Project,12-06-2023,03-07-2023,21,2023-10-13,2023-10-20,client_project,Experiencing burnout from long hours,11,7,7,1,5,8,4,False,43.0,3.0,2023-08-11,2023-08-18,4,1,4,4,2,3,Feeling stressed due to the project's impact on team dynamics and morale.,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,Harber-Wintheiser,Software_Developper,2023-08-11,2023-08-25,14,Small Cap Project,12-08-2023,02-09-2023,21,2023-08-25,2023-09-01,bau,Feeling overwhelmed by workload,10,11,12,7,3,2,5,False,50.0,10.0,,,,,,,,,,0
Hermina,Musker,hmuskermu@google.ca,Male,25-08-1977,User,tribe_master,47,Hermann LLC,Software_Developper,2023-11-24,2023-12-29,35,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-08-09,2023-08-16,5,4,4,5,3,4,Struggling to balance multiple projects simultaneously.,1
Brandy,Caret,bcaretri@discovery.com,Female,06-02-1994,User,software_developper,30,Turner Inc,Software_Developper,2023-06-16,2023-07-07,21,Mid Cap Project,12-03-2024,09-04-2024,28,2023-10-19,2023-10-26,client_project,Need to delegate tasks more effectively,2,12,4,4,8,7,3,True,40.0,0.0,2023-07-10,2023-07-17,2,4,5,2,1,2,Feeling unsupported in addressing project uncertainties and ambiguities.,0
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,23-03-2024,04-05-2024,42,2023-05-10,2023-05-17,client_project,Enjoying working on current tasks,11,5,10,8,1,5,10,False,50.0,10.0,2023-06-18,2023-06-25,3,4,3,2,3,3,Struggling to cope with changing project requirements.,0
Immanuel,Thomazin,ithomazingy@sfgate.com,Female,24-10-1979,User,consultant,45,Harber-Wintheiser,Software_Developper,2023-08-11,2023-08-25,14,Small Cap Project,26-05-2023,23-06-2023,28,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,2023-12-25,2024-01-01,1,4,2,3,3,2,Concerns about the project's ability to deliver desired outcomes and benefits.,1
Anastasia,Desporte,adesportejf@cisco.com,Female,24-10-1992,User,consultant,32,Braun and Sons,Software_Developper,2024-01-27,2024-02-10,14,Small Cap Project,02-10-2023,16-10-2023,14,2023-06-29,2023-07-06,bau,Collaborated well with team members,10,11,7,4,9,3,2,True,46.0,6.0,2023-11-05,2023-11-12,4,3,3,5,3,4,Concerns about the project's alignment with organizational goals.,0
Owen,Paur,opaurpt@jugem.jp,Male,05-12-1984,User,consultant,40,Herman and Sons,Intern,2023-04-10,2023-05-15,35,Mid Cap Project,05-05-2023,19-05-2023,14,2024-04-05,2024-04-12,sales_activity,Need to improve feedback mechanisms,12,11,7,11,1,2,1,False,45.0,5.0,,,,,,,,,,0
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,Langosh Group,Software_Developper,2024-04-14,2024-05-05,21,Mid Cap Project,15-10-2023,12-11-2023,28,2024-02-10,2024-02-17,client_project,Need to enhance cross-functional collaboration,9,5,4,3,5,4,1,False,31.0,-9.0,2023-07-03,2023-07-10,5,5,3,4,3,1,Need assistance in managing stakeholder expectations effectively.,1
Tawsha,Paridge,tparidge7w@furl.net,Male,01-02-1988,User,software_developper,36,"Gislason, Strosin and McDermott",Software_Developper,2023-05-19,2023-06-02,14,Small Cap Project,05-03-2024,19-03-2024,14,2023-05-31,2023-06-07,sales_activity,Experiencing delays due to external factors,3,5,12,2,5,1,4,False,32.0,-8.0,2023-07-30,2023-08-06,3,3,1,5,1,4,Concerns about the team's ability to meet project deadlines.,1
Carin,Fatscher,cfatschernl@w3.org,Female,18-03-1998,User,consultant,26,Bode and Sons,Software_Developper,2023-05-03,2023-06-14,42,Mid Cap Project,09-02-2024,08-03-2024,28,2023-09-25,2023-10-02,client_project,Feeling satisfied with work-life balance,9,9,8,6,4,12,4,False,52.0,12.0,2023-08-09,2023-08-16,1,2,2,3,2,2,Struggling with conflicting project objectives.,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,10-10-1984,User,consultant,40,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,26-06-2023,17-07-2023,21,2023-08-17,2023-08-24,bau,Feeling grateful for team collaboration,7,8,7,2,3,3,5,True,35.0,-5.0,2023-12-30,2024-01-06,4,5,4,3,3,3,Experiencing difficulties in delegating tasks effectively.,0
Emmalyn,Drummer,edrummerid@shareasale.com,Male,20-10-1998,User,tribe_master,26,Schulist Group,Software_Developper,2023-08-25,2023-10-06,42,Mid Cap Project,13-07-2023,03-08-2023,21,2023-09-26,2023-10-03,client_project,Need more resources to complete tasks,10,4,8,3,1,4,3,False,33.0,-7.0,,,,,,,,,,1
Marilee,Bogue,mbogueqe@discuz.net,Female,26-03-1978,User,software_developper,46,Howell-Bernhard,Software_Developper,2024-04-02,2024-05-07,35,Mid Cap Project,21-10-2023,11-11-2023,21,2023-09-27,2023-10-04,bau,Need to establish clearer project timelines,2,4,3,5,3,3,8,True,28.0,-12.0,2024-02-28,2024-03-06,2,1,3,1,3,1,Concerns about the team's alignment with project objectives.,1
